,ProductId,country,description,designation,Score,Price,province,region_1,region_2,taster_ProductName,taster_twitter_handle,Title,Vintage,Variety,Winery,Year
172,74811,Italy,"This 100% Cabernet Franc is dedicated to the late brother of Marilisa Allegrini (co-owner of the 110-acre estate). This is a top-notch wine, with succulence, intensity and outstanding wood integration. The spice, chocolate, campfire and leather notes blend seamlessly. In the mouth, the wine is vibrant and long-lasting, with chocolate notes on the finish.",Dedicato a Walter,95,80.0,Tuscany,Toscana,,,,Poggio al Tesoro 2005 Dedicato a Walter Cabernet Franc (Toscana),2005,Cabernet Franc,Poggio al Tesoro,2005
173,74812,Italy,"This wine is at the top of its class in a new generation of super Tuscan producers. Plush and velvety, it opens with rich aromas of chocolate, cherry, peppercorn, black fruit and cola. Thick extraction sets the tone for a lush wine that requires a few more years in the bottle: Drink after 2012.",Redigaffi,95,275.0,Tuscany,Toscana,,,,Tua Rita 2005 Redigaffi Merlot (Toscana),2005,Merlot,Tua Rita,2005
174,74814,Italy,"Saffredi is one of the most exciting super Tuscans of the year. The blend is Cabernet, Merlot and Alicante and the results of underscore the immense potential of Maremma. The wine is vibrant, intense and sprightly with an outstandingly complex offering of pristine aromas: ripe cherry, floral essences, red apple and subdued almond.",Saffredi,95,140.0,Tuscany,Maremma,,,,Fattoria Le Pupille 2004 Saffredi  (Maremma),2004,Red Blend,Fattoria Le Pupille,2004
175,74815,Italy,"Impossibly intense and rich, Giusto di Notri is a compelling blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot that takes brutal hold of your senses thanks to its amazing density and texture. The long list of aromas generated here includes black cherry, spice, tobacco and cola and the wine glides in excruciating slow motion over the palate.",Giusto di Notri,95,100.0,Tuscany,Toscana,,,,Tua Rita 2005 Giusto di Notri Red (Toscana),2005,Red Blend,Tua Rita,2005
176,75944,Italy,"This has enormous richness and intensity, with penetrating aromas of leather, tobacco, spice, dark fruit and dark chocolate. On the palate, it's inky, rich and supersmooth. This is one of the best Italian wines ever made from the difficult 2003 vintage.",Mazzano,96,175.0,Veneto,Amarone della Valpolicella Classico,,,,Masi 2003 Mazzano  (Amarone della Valpolicella Classico),2003,"Corvina, Rondinella, Molinara",Masi,2003
177,76393,Italy,"Structured and focused, this gorgeous wine offers enticing scents of pressed violet, woodland berry, baking spice, tilled soil and leather. The firm palate delivers ripe black cherry, licorice, mint, tobacco and ground clove alongside youthfully assertive but refined tannins. Give this time to fully develop—it should blossom into a beauty. Drink 2018–2026.",Parafada,95,99.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Massolino 2011 Parafada  (Barolo),2011,Nebbiolo,Massolino,2011
178,76394,Italy,"Fragrant and elegantly structured, this beautiful wine opens with scents of perfumed berry, rose petal and dark berry. The full-bodied palate delivers layers of ripe black cherry, crushed raspberry, white pepper and baking spice alongside a backbone of firm, refined tannins and fresh acidity. It's still young so give it time to reach its full potential. Drink 2019–2026.",Bric dël Fiasc,95,100.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2011 Bric dël Fiasc  (Barolo),2011,Nebbiolo,Paolo Scavino,2011
179,76564,Italy,"This stunning, full-bodied wine is in the running as one of the best white wines in Italy. It's perfumed with acacia flower, Spanish broom, beeswax, flint and tree fruit. The delicious palate delivers green apple, Anjou pear and mineral sensations of mesmerizing depth. It will develop even more complexity over time. Drink through 2025.",Pietramarina Bianco Superiore,95,45.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Benanti 2010 Pietramarina Bianco Superiore  (Etna),2010,Carricante,Benanti,2010
180,77039,Italy,"This bold, beautiful wine opens with earthy aromas of freshly tilled soil, violets, truffle and leather. The delicious palate offers succulent blackberry, woodland berry and cinnamon-spice accompanied by big, brooding tannins. It's already stunning, but give this terroir-driven wine time to develop even more complexity. Drink 2015–2024.",Colleallodole,95,70.0,Central Italy,Sagrantino di Montefalco,,Kerin O’Keefe,@kerinokeefe,Milziade Antano 2009 Colleallodole  (Sagrantino di Montefalco),2009,Sagrantino,Milziade Antano,2009
181,79104,Italy,"Even better than the highly acclaimed 2001 vintage, this Merlot from a tiny, clay soil vineyard in Bolgheri is just about everything you've ever dreamed of tasting. Gorgeous, generous, voluptuous, cheerful, succulent and intense: Masseto is all those things. The aromas are seamless and capture the essence of chocolate fudge, sweet cherry, blackberry, spice and vanilla. It boasts thick, dense extraction, excellent structure and amazing persistence.",Masseto,99,250.0,Tuscany,Toscana,,,,Tenuta dell'Ornellaia 2004 Masseto Merlot (Toscana),2004,Merlot,Tenuta dell'Ornellaia,2004
182,79105,Italy,"This is a hopelessly gorgeous wine with so much energy, intensity, density and good cheer. The superb ensemble—Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot—delivers chocolate fudge, ripe cherry, rhubarb, cola, tobacco and cedar wood. It's tight and supple, with seamless harmony and excellent succulence on the finish. But it's that incredible intensity that truly sets this wine apart.",Ornellaia,98,175.0,Tuscany,Bolgheri Superiore,,,,Tenuta dell'Ornellaia 2004 Ornellaia  (Bolgheri Superiore),2004,Red Blend,Tenuta dell'Ornellaia,2004
183,79106,Italy,"The best Sassicaia of the last 10 years, the 2004 vintage is an outstanding achievement. Cabernet Sauvignon and Cabernet Franc highlight the beauty of Tuscany and portray the region in terms of thick chocolate fudge, succulent cherry and currant, exotic spice and vanilla seed. Beyond those big aromas are little teasers: blue flowers, Mediterranean herbs, cola and light mineral shadings. It's lush and full in the mouth and will hold 20 or 30 years.",Sassicaia,97,190.0,Tuscany,Bolgheri Sassicaia,,,,Tenuta San Guido 2004 Sassicaia  (Bolgheri Sassicaia),2004,Red Blend,Tenuta San Guido,2004
184,79107,Italy,"Galatrona is one of Italy's top Merlots and 2004 is its best vintage yet. The mouthfeel is extraordinary, distinguished by spectacular smoothness and elegance: The wine drinks like a chiaroscuro painting where all elements are harmonious by design. And there's excellent dimension with vibrant tones of red fruit and sweet spice woven within its fruity fabric.",Galatrona,97,100.0,Tuscany,Toscana,,,,Fattoria Petrolo 2004 Galatrona Merlot (Toscana),2004,Merlot,Fattoria Petrolo,2004
185,79108,Italy,"This Cabernet Franc is beautiful, with incredible succulence, persistence, heat, power and a full plate of enticing fragrances. Coffee, root beer, chocolate, Nutella, graham cracker and cherry liqueur are only a few elements of the wine's complexity.",Paleo,96,105.0,Tuscany,Toscana,,,,Le Macchiole 2004 Paleo Cabernet Franc (Toscana),2004,Cabernet Franc,Le Macchiole,2004
186,79109,Italy,"A prominent mineral component moves aside after a few minutes to reveal the true treasures of this Sangiovese-Canaiolo blend. Those include the wine's gorgeous renderings of small forest fruit, Spanish cedar, cigar box and rum cake. Breathtaking in evolution and intensity.",Testamatta,96,98.0,Tuscany,Toscana,,,,Bibi Graetz 2004 Testamatta Sangiovese (Toscana),2004,Sangiovese,Bibi Graetz,2004
187,79111,Italy,"The 2004 Solaia is dense and concentrated with loads of character and defining aromatics: plump blackberry, chocolate fudge, exotic spice, peppercorn and smooth balsam notes. The real pleasure comes in the mouth where it delivers smooth elegance and an extra long finish.",Solaia,96,170.0,Tuscany,Toscana,,,,Marchesi Antinori 2004 Solaia Red (Toscana),2004,Red Blend,Marchesi Antinori,2004
188,79112,Italy,"A blockbuster wine with finely tuned renderings of coffee, tobacco, spice and leather, Oreno requires a rare steak cooked on a mesquite grill or something similarly big and bold. In the mouth, this Sangiovese-Merlot-Cabernet blend delivers loads of spice that leaves a lasting impression thanks its firm tannins. Drink after 2010.",Oreno,95,93.0,Tuscany,Toscana,,,,Tenuta Sette Ponti 2005 Oreno Red (Toscana),2005,Red Blend,Tenuta Sette Ponti,2005
189,79113,Italy,"Percarlo is an outstandingly intense and complex Sangiovese that is true to its Tuscan roots. Aromas are wide and penetrating and span the gamut of balsam possibilities, voluptuous fruit, lead pencil and spice. It is round and very fragrant in the mouth with plush smoothness and soft extraction.",Percarlo,95,70.0,Tuscany,Toscana,,,,San Giusto a Rentennano 2004 Percarlo Sangiovese (Toscana),2004,Sangiovese,San Giusto a Rentennano,2004
190,79114,Italy,"Not bad for a first attempt. This is a thick, dark wine of almost impenetrable extraction and mature fruit notes of black cherry and black currant. Its aromas are painted in broad brush strokes and invoke roasted espresso bean, black chocolate and smoked game. It has an outstanding mouthfeel, with voluptuous but solid tannins and enormous length. Drink after 2015.",Sapaio,95,66.0,Tuscany,Bolgheri Superiore,,,,Podere Sapaio 2004 Sapaio  (Bolgheri Superiore),2004,Red Blend,Podere Sapaio,2004
191,79115,Italy,"The aromas are clean, intense and penetrating and exhibit ripe black fruit with measured background shadings of spice, vanilla, toast and distant herbal tones. The blend of Syrah and Petit Verdot (with 25% other varieties) showcases the full beauty of its vintage in a feminine and understated way. But at the same time, this wine is determined and powerful.",Castello del Terriccio,95,140.0,Tuscany,Toscana,,,,Castello del Terriccio 2004 Castello del Terriccio Red (Toscana),2004,Red Blend,Castello del Terriccio,2004
192,79116,Italy,"Ah, Tignanello, the father of all super Tuscans. A tried and true favorite, it is a Sangiovese-based wine cut with a small component of Cabernet for rich aromas of red fruit and spice. It is elegant, harmonious and long-lasting on the finish; drink after 2012.",Tignanello,95,79.0,Tuscany,Toscana,,,,Marchesi Antinori 2004 Tignanello Red (Toscana),2004,Red Blend,Marchesi Antinori,2004
193,79117,Italy,"Desiderio is an outstandingly delicious Merlot from Cortona with a soft, yielding personality and loads of sweet cherry-berry nuances. The wine boasts excellent complexity thanks to the playful notes of peppermint, herbs, root beer and cola that give it undying persistency and intensity.",Desiderio,95,50.0,Tuscany,Cortona,,,,Avignonesi 2004 Desiderio Red (Cortona),2004,Red Blend,Avignonesi,2004
194,81393,Italy,"Spicy and full of cassis, tobacco and coffee aromas. Texture and mouthfeel are what this wine is all about; it is plush like velvet carpet. Deep, satisfying flavors of plum, black currant and vanilla lead into an ultrasmooth finish that is clean as a hospital emergency room.",Ornellaia,96,125.0,Tuscany,Bolgheri,,Michael Schachner,@wineschach,Tenuta dell'Ornellaia 1999 Ornellaia  (Bolgheri),1999,Red Blend,Tenuta dell'Ornellaia,1999
195,81394,Italy,"Hailing from the town of Suvereto in the southern Maremma, this sophomore Cabernet-Merlot blend from the same owner as Bellavista and Contadi Castaldi in Franciacorta is flat-out awesome. One whiff of the bouquet says it all: earth, currant, blackberry and coffee. The palate is equally sensational—a magic carpet ride of plum fruit, pure oak and solid but forgiving tannins. Drink and enjoy any time through 2006.",Riserva,95,50.0,Tuscany,Toscana,,Michael Schachner,@wineschach,Petra 1998 Riserva Cabernet Sauvignon-Merlot (Toscana),1998,Cabernet Sauvignon-Merlot,Petra,1998
196,81396,Italy,"Fast becoming one of the world's top luxury cuvées, this blend of 60% Cabernet Sauvignon, 30% Merlot and 10% Syrah is a complex amalgam of dry, classy fruit, herbal notes, smoked meat, black pepper and baking spices. Its calling card is its perfect body weight. It isn't heavy or jammy, but it manages to offer tons of stuffing and a graceful finish loaded with the essences of cola, coffee and chocolate. If possible, it should be cellared for several more years.",Guado Al Tasso,95,80.0,Tuscany,Bolgheri,,Michael Schachner,@wineschach,Antinori 1999 Guado Al Tasso  (Bolgheri),1999,Red Blend,Antinori,1999
197,81397,Italy,"Riccardo Talenti, grandson of Pierluigi Talenti, the grand old man of Montalcino, currently makes one of the finest Brunellos with the help of consultant Carlo Ferrini. They are now using new wood for aging, and the extra layer of richness this brings is apparent in the comparative accessibility of this wine. Yet it is also huge, with classic tannins and intense, concentrated flavors of sweet blackberry jelly.",,95,30.0,Tuscany,Brunello di Montalcino,,Roger Voss,@vossroger,Talenti 1997  Brunello di Montalcino,1997,Sangiovese,Talenti,1997
198,81899,Italy,"Conteisa is a Barolo-inspired wine from Angelo Gaja (with 8% Barbera) that opens with very attractive and approachable aromas of red fruit, tobacco, leather, moist earth and black licorice. There's a youthful element to the personality (that hints at a long aging future ahead) backed by silky, but firm tannins and beautifully crisp acidity. The wine will be at its best after 2018.",Conteisa,97,215.0,Piedmont,Langhe,,,,Gaja 2006 Conteisa Nebbiolo (Langhe),2006,Nebbiolo,Gaja,2006
199,81904,Italy,"Purchased by the Gaja family in 1967, the Costa Russi vineyard produces elegant expressions of Nebbiolo with beautifully saturated, sun-drenched flavors. Indeed, this vintage shows wild berry with beautiful background renderings of smoke and graphite. Five percent Barbera is added and the wine shows amazing harmony and sophistication with bright acidity and firm tannins. It will only become more beautiful in time.",Costa Russi,95,420.0,Piedmont,Langhe,,,,Gaja 2006 Costa Russi Nebbiolo (Langhe),2006,Nebbiolo,Gaja,2006
200,82750,Italy,"This sweet wine from Italy is guaranteed to blow your socks off. Its thickness and density resembles concentrated maple syrup or molasses. It is made with Prugnolo Gentile (Sangiovese) grapes that are air-dried and then aged in small wood containers for many careful years. The gorgeous aromas include roasted chestnuts, brown sugar, prunes and sweet figs and you can sense the power too.",Occhio di Pernice,99,237.0,Tuscany,Vin Santo di Montepulciano,,,,Avignonesi 1997 Occhio di Pernice  (Vin Santo di Montepulciano),1997,Prugnolo Gentile,Avignonesi,1997
201,82755,Italy,"Made with Malvasia Toscano and Trebbiano grapes (unlike the slightly more complex Occhio di Pernice Vin Santo, which is made from Sangiovese), this is a delightfully rich and concentrated sweet wine that boasts unreal levels of intensity and personality. The wine is smooth and round with lingering notes of brown sugar, roasted almond, melted sugar, dried apricots and figs.",375ml,97,170.0,Tuscany,Vin Santo di Montepulciano,,,,Avignonesi 1997 375ml  (Vin Santo di Montepulciano),1997,White Blend,Avignonesi,1997
202,82819,Italy,"This stunning wine opens with scents of tilled earth, leather, pipe tobacco, forest floor and wild berry. The focused, vibrant palate delivers ripe red cherry, white pepper, grilled herb, licorice and an energizing mineral note. Youthfully austere, refined tannins and fresh acidity provide impeccable balance and an impressive, ageworthy structure. Drink 2020–2045.",Vigna Rionda Riserva,96,150.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Massolino 2010 Vigna Rionda Riserva  (Barolo),2010,Nebbiolo,Massolino,2010
203,82822,Italy,"This gorgeous wine opens with scents of ripe, dark-skinned berry, cake spice, star anise and a balsamic note. The delicious palate tastes of layers of juicy raspberry, black cherry, licorice and a hint of tobacco framed in firm refined tannins. It already shows impressive depth but hold for even more complexity. Drink 2018–2030.",Briccolina Riserva,96,210.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Rivetto 2010 Briccolina Riserva  (Barolo),2010,Nebbiolo,Rivetto,2010
204,82840,Italy,"Elegant and structured, this opens with exquisite scents of cedar, chopped herb, pressed rose, menthol and perfumed berry. The luminous palate is loaded with finesse, delivering bright red cherry, chopped red raspberry, licorice, clove and mineral. Firm, refined tannins and vibrant acidity provide impeccable balance and support. Hold for even more complexity. Drink 2018 through 2030.",Riserva,95,60.0,Piedmont,Gattinara,,Kerin O’Keefe,@kerinokeefe,Travaglini 2010 Riserva  (Gattinara),2010,Nebbiolo,Travaglini,2010
205,82868,Italy,"Moccagatta's expression from the Basarin cru will blow you away. This thickly extracted Barbaresco opens with a rich, dark appearance and opulent aromas of sweet spice, leather, toasted almond, vanilla and ripe cherry fruit. This is a big, masculine wine that would pair with pork medallions and caramelized onions. The finish is soft and slightly sweet. Keep it in your cellar 10 years or more. A Marc de Grazia selection; various American importers.",Basarin,95,30.0,Piedmont,Barbaresco,,,,Moccagatta 2007 Basarin  (Barbaresco),2007,Nebbiolo,Moccagatta,2007
206,82871,Italy,"Massolino's Parafada Barolo is a stunningly beautiful wine with bold, confident aromas of black fruit, tobacco, cigar box, cherry cola, clove, nutmeg and vanilla bean. The mouthfeel is bright, lively, velvety and, generally speaking, the 2006 vintage represents a big jump over 2005.",Parafada,95,94.0,Piedmont,Barolo,,,,Massolino 2006 Parafada  (Barolo),2006,Nebbiolo,Massolino,2006
207,82872,Italy,"Rocche Barolo is another homerun for Vietti. You'll fall in love with the wine's rich intensity and the ensuing complexity that becomes apparent as the wine spends more time in the glass. Thanks to a continuing evolution, you'll recognize aromas of wild berry, smoke, crushed stone, licorice, cola and mesquite. The tannins are silky and smooth. Hold ten years or more.",Rocche,95,130.0,Piedmont,Barolo,,,,Vietti 2006 Rocche  (Barolo),2006,Nebbiolo,Vietti,2006
208,82873,Italy,"Nebbiolo grapes, with their naturally elegant aromas of black currant and licorice, speak loudly. So does winery magic: Tones of spice, leather, cola and tobacco are derived from 24 months of careful oak aging. The tannins are fine and tight and this wine will age ten years or more.",Bricco Rocche Bricco Rocche,95,252.0,Piedmont,Barolo,,,,Ceretto 2005 Bricco Rocche Bricco Rocche  (Barolo),2005,Nebbiolo,Ceretto,2005
209,82875,Italy,"This gorgeous Barolo opens with plush, dark concentration and deep aromatic layers of smoked beef, mineral, cola, mesquite wood, blackberry and exotic spice. This dark, masculine expression also makes a lasting impression in the mouth thanks to the richness and persistency of the finish.",Vigna Cappella di Santo Stefano,95,30.0,Piedmont,Barolo,,,,Podere Rocche dei Manzoni 2006 Vigna Cappella di Santo Stefano  (Barolo),2006,Nebbiolo,Podere Rocche dei Manzoni,2006
210,82877,Italy,"Azelia's San Rocco Barolo is a stupendous wine with impressive intensity and generous aromas of wild berries, licorice, white truffle, menthol, spice, tar and leather. The tannins are firm and polished and the wine fades slowly leaving a pretty vanilla aftertaste. Hold until 2018. A Marc de Grazia selection; various American importers.",San Rocco,95,30.0,Piedmont,Barolo,,,,Azelia 2006 San Rocco  (Barolo),2006,Nebbiolo,Azelia,2006
211,82878,Italy,"Here's a truly astonishing Barolo (from the Bricco Gattera cru) that epitomizes the “big boy” style that represents one of two dominant winemaking philosophies in the Langhe. This is an exuberant wine with thickly extracted notes of coffee bean, blackberry, leather and savory layers of black pepper. The wine is rich, smooth and velvety and will appeal less to Nebbiolo traditionalists.",Bricco Gattera,95,30.0,Piedmont,Barolo,,,,Cordero di Montezemolo 2006 Bricco Gattera  (Barolo),2006,Nebbiolo,Cordero di Montezemolo,2006
212,82884,Italy,"One of the best Barolos of the year, Coste di Rose is a natural beauty with gorgeous, thick extraction and perfectly balanced aromas of blueberries, violets, almond paste, sweet spice and root beer. The wine shows impressive heft and density, yet it is elegant and polished at the same time with finely textured tannins. Cellar this delightful wine ten years or more.",Coste di Rose,95,30.0,Piedmont,Barolo,,,,Marchesi di Barolo 2006 Coste di Rose  (Barolo),2006,Nebbiolo,Marchesi di Barolo,2006
213,82885,Italy,"From a simpatico, family-run winery comes this benchmark Barolo. La Serra speaks highly of the Langhe territory and of winemaking innovation. Aromas here include cherry cola, vanilla bean, leather and crushed granite stone. The wine is determined and direct with a savory note of cured meat on the long finish. Drink after 2017.",La Serra,95,100.0,Piedmont,Barolo,,,,Eugenio Bocchino 2006 La Serra  (Barolo),2006,Nebbiolo,Eugenio Bocchino,2006
214,83922,Italy,"Woodland berry, new leather, dark baking spice and rose aromas are front and center on this radiant red. It's well structured and loaded with finesse, delivering morello cherry, wild strawberry, clove and star anise framed in firm refined tannins and vibrant acidity. Young and balanced, it will be even better with more bottle age. Drink 2023–2043.",Castellero,95,55.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giacomo Fenocchio 2013 Castellero  (Barolo),2013,Nebbiolo,Giacomo Fenocchio,2013
215,83923,Italy,"Wild berry, crushed herb, violet and baking spice scents lift out of the glass along with a whiff of menthol. Focused and elegantly structured, the delicious palate doles out ripe Marasca cherry, raspberry compote, cinnamon, sage and white pepper, while refined tannins and bright acidity provide supple support and impeccable balance. Drink 2023–2033.",Marcenasco,95,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Renato Ratti 2013 Marcenasco  (Barolo),2013,Nebbiolo,Renato Ratti,2013
216,83925,Italy,"Menthol, pressed rose, iris, woodland berry, chopped mint and a whiff of oak-driven spice take center stage. It's still tight, with youthfully assertive refined tannins but it also boasts layers of red cherry, raspberry compote, cranberry, licorice and vanilla alongside bright acidity. Thanks to its age-worthy structure, you'll need patience for this one. Drink 2028–2048.",Bussia Colonnello,95,150.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Aldo Conterno 2013 Bussia Colonnello  (Barolo),2013,Nebbiolo,Aldo Conterno,2013
217,83929,Italy,"Beguiling scents of fragrant berry, rose petal, baking spice, new leather and aromatic herbs swirl around in the glass. The vibrant palate is loaded with finesse, doling out morello cherry, crushed raspberry, cinnamon and star anise, while polished tannins and bright acidity provide impeccable balance. It's just gorgeous and while it's already accessible, it also shows midterm aging potential.",Serralunga d'Alba,95,52.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Massolino 2013 Serralunga d'Alba  (Barolo),2013,Nebbiolo,Massolino,2013
218,83930,Italy,"Intensely fragrant, this beautiful, vibrant wine offers enticing scents of iris, violet, rose and perfumed wild berry. It's elegantly structured and loaded with finesse, offering cherry, strawberry, crushed herb, coffee and white pepper alongside taut refined tannins. It's impeccably balanced, with bright acidity. Give it time to fully unwind and develop even more complexity.",Cannubi,95,90.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2013 Cannubi  (Barolo),2013,Nebbiolo,Paolo Scavino,2013
219,83934,Italy,"Intensely fragrant, this offers enticing scents of woodland berry, violet, rose, aromatic herb and new leather. Elegantly structured, the linear palate is all about finesse, delivering red cherry, pomegranate, white pepper and licorice framed in firm refined tannins. Drink 2022–2032.",Monprivato,95,163.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Mascarello Giuseppe e Figlio 2012 Monprivato  (Barolo),2012,Nebbiolo,Mascarello Giuseppe e Figlio,2012
220,83935,Italy,"Aromas of exotic spice, wild berry, blue flower and French oak meld together on this luminous delicious red. The bright structured palate delivers succulent cherry, crushed raspberry, licorice and vanilla alongside polished elegant tannins that give it an irresistibly smooth texture. Bright acidity lends balanced. Drink 2019–2033.",Rocche dell'Annunziata,95,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Mauro Veglio 2013 Rocche dell'Annunziata  (Barolo),2013,Nebbiolo,Mauro Veglio,2013
221,83939,Italy,"Aromas of exotic spice, rose, red berry, tobacco and a whiff of French oak mingle together in the glass. The aromas carry over to the elegant, firmly structured palate, along with strawberry, morello cherry and licorice. Firm, fine-grained tannins provide refined support, while a coffee note wraps up the lingering finish. Give this a few more years to unwind and fully develop; drink 2023–2038.",Rocche dell'Annunziata,95,100.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Renato Ratti 2013 Rocche dell'Annunziata  (Barolo),2013,Nebbiolo,Renato Ratti,2013
222,83942,Italy,"Aromas of leather, scorched earth, underbrush, dark spice and a balsamic note take shape in the glass along with an intriguing smoky note. The firm full-bodied palate delivers dried black cherry, clove, iron, star anise and game alongside tight velvety tannins. Drink 2023–2031.",Vignolo Riserva,95,30.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cavallotto 2011 Vignolo Riserva  (Barolo),2011,Nebbiolo,Cavallotto,2011
223,85152,Italy,"Focused and fragrant, this beautiful expression of the vintage opens with scents of violet, rose, perfumed berry and a hint of cake spice. The silky, linear palate doles out juicy red cherry, chopped aromatic herb, cinnamon and star anise alongside polished tannins and fresh acidity. Balanced and approachable, it will provide sheer drinking pleasure over the next several years or more. Drink 2017–2024.",,95,145.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cantina Bartolo Mascarello 2012  Barolo,2012,Nebbiolo,Cantina Bartolo Mascarello,2012
224,85153,Italy,"Earthy aromas of underbrush, truffle, wild berry, blue flower and a whiff of new leather emerge on this stunning wine. The succulent, full-bodied palate shows ripe raspberry, black cherry, licorice, clove and grilled herb alongside firm but velvety tannins. Drink 2018–2024.",Bricco Boschis,95,78.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cavallotto 2012 Bricco Boschis  (Barolo),2012,Nebbiolo,Cavallotto,2012
225,85154,Italy,"Ripe berry, cake spice, grilled herb, eucalyptus, fragrant blue flower and a hint of baking spice are just some of the scents you'll find on this gorgeous wine. The intense palate has great energy, offering black cherry, chopped mint, cinnamon and clove alongside youthfully firm tannins and fresh acidity. It boasts balance and aging potential. Drink 2020–2032.",Acclivi,95,55.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Comm. G. B. Burlotto 2012 Acclivi  (Barolo),2012,Nebbiolo,Comm. G. B. Burlotto,2012
226,87608,Italy,"Gaja's classic Barbaresco is gorgeous in 2010, showing an intense perfume of violet, earth and ripe red fruits punctuated by balsamic notes. The palate delivers rich wild cherry notes layered with mint, cinnamon and eucalyptus. This is structured and elegant and will develop more complexity over time. Drink this after 2018.",,95,255.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Gaja 2010  Barbaresco,2010,Nebbiolo,Gaja,2010
227,88856,Italy,"One of the top, if not the top, red wines from Umbria. The naturally tannic Sagrantino grape is softened by the careful oak aging that adds layers of chocolate and spice to the grape's aromas of black cherry, tobacco and leather. This is bold, powerful, masculine and velvety on the finish. Pair it with stewed or grilled meat marinated in rosemary and garlic. Age this in a cellar for 10 years or longer.",25 Anni,95,100.0,Central Italy,Sagrantino di Montefalco,,,,Arnaldo Caprai 2007 25 Anni  (Sagrantino di Montefalco),2007,Sagrantino,Arnaldo Caprai,2007
228,89459,Italy,"Impeccably balanced and extremely elegant, this opens with a multifaceted fragrance of perfumed berry, crushed blue flower, menthol, baking spice and just a hint of new leather. The graceful palate offers layers of succulent wild cherry, white pepper, licorice, mint and eucalyptus alongside firm, polished tannins and fresh acidity. It's sleek and already tempting but hold for complexity. Drink 2016–2030.",San Lorenzo Gran Selezione,95,52.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Ama 2010 San Lorenzo Gran Selezione  (Chianti Classico),2010,Red Blend,Castello di Ama,2010
229,89462,Italy,"This opens with a classic Sangiovese fragrance of crushed violet, blue iris, perfumed berry, underbrush and baking spice with a whiff of leather and menthol. Structured but elegant, the palate offers crunchy red cherry, juicy raspberry, white pepper clove and savory herb alongside a tannic backbone and fresh acidity. It has great aging potential. Drink 2016–2030.",Etichetta Storica Gran Selezione,95,45.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),2010,Sangiovese,Ormanni,2010
230,89468,Italy,"Firmly structured but elegant, this offers aromas of blue flower, tobacco, tilled earth, black fruit and a balsamic note. The vibrant palate boasts wonderful intensity, weaving notes of white pepper, baking spice, savory herb, licorice and mineral around a black cherry core. It's young and austere but impeccably balanced with firm acidity and assertive but fine-grained tannins. Give it time to unwind and develop complexity. Drink 2018–2030.",Colonia Gran Selezione,95,115.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Felsina 2010 Colonia Gran Selezione  (Chianti Classico),2010,Sangiovese,Felsina,2010
231,90940,Italy,"Sassicaia has been showing amazing results in recent years, and the 2009 vintage opens with all the intensity and beauty you should expect of Italy's flagship super Tuscan. Notes of blackberry, soft spice, chocolate, espresso and a touch of rosemary oil make for a beautiful bouquet. The mouthfeel is long, supple and rich. Drink after 2020.",Sassicaia,96,227.0,Tuscany,Bolgheri Sassicaia,,,,Tenuta San Guido 2009 Sassicaia  (Bolgheri Sassicaia),2009,Red Blend,Tenuta San Guido,2009
232,91842,Italy,"Finesse abounds on this radiant wine, starting with alluring scents of Spanish broom, aromatic herb, citrus and a delicate whiff of beeswax. On the elegantly structured palate, a mineral vein underscores crisp apple, pear, lemon zest and white almond. Vibrant acidity provides the backbone. It's still young so give it time to develop to its full potential. Drink 2018 through 2028.",Villa Bucci Riserva,95,57.0,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,Kerin O’Keefe,@kerinokeefe,Bucci 2013 Villa Bucci Riserva  (Verdicchio dei Castelli di Jesi Classico Superiore),2013,Verdicchio,Bucci,2013
