ProductId;Country;Score;DealerPrice;Markup;ListPrice;Province;Region_1;Region_2;Title;Vintage;Variety;Winery;Year
47308;Italy;91;38;1.3;50.0;Northeastern Italy;Trento;;Ferrari 2002 Perlè Chardonnay (Trento);2002;Chardonnay;Ferrari;2002
47311;Italy;91;27;1.3;36.0;Veneto;Prosecco di Valdobbiadene;;Ruggeri & C. 2007 Giustino B. Extra Dry  (Prosecco di Valdobbiadene);2007;Prosecco;Ruggeri & C.;2007
47317;Italy;91;23;1.3;30.0;Northeastern Italy;Trento;;Rotari 2002 Flavio Riserva Brut Talento Chardonnay (Trento);2002;Chardonnay;Rotari;2002
47322;Italy;90;17;1.4;24.0;Northeastern Italy;Trento;;Altemasi 2000 Graal Riserva Brut Sparkling (Trento);2000;Sparkling Blend;Altemasi;2000
47323;Italy;90;57;1.4;81.0;Lombardy;Franciacorta;;Bellavista 2002 Gran Cuvée Pas Operé Extra Brut Sparkling (Franciacorta);2002;Sparkling Blend;Bellavista;2002
47357;Italy;94;259;1.35;350.0;Tuscany;Toscana;;Tua Rita 2011 Redigaffi Merlot (Toscana);2011;Merlot;Tua Rita;2011
47359;Italy;93;130;1.3;170.0;Tuscany;Bolgheri;;Ca' Marcanda 2010 Camarcanda  (Bolgheri);2010;Red Blend;Ca' Marcanda;2010
47380;Italy;93;113;1.3;148.0;Tuscany;Brunello di Montalcino;;Tenute Silvio Nardi 2007 Poggio Doria  (Brunello di Montalcino);2007;Sangiovese;Tenute Silvio Nardi;2007
47474;Italy;91;39;1.3;51.0;Piedmont;Langhe;;Mauro Veglio 2009 L'insieme Red (Langhe);2009;Red Blend;Mauro Veglio;2009
47475;Italy;91;63;1.3;82.0;Piedmont;Barolo;;Parusso 2008 Le Coste Mosconi  (Barolo);2008;Nebbiolo;Parusso;2008
47476;Italy;91;16;1.3;22.0;Piedmont;Dogliani;;Pecchenino 2009 Sirì d'Jermu  (Dogliani);2009;Dolcetto;Pecchenino;2009
47477;Italy;91;19;1.3;25.0;Piedmont;Dogliani;;Poderi Luigi Einaudi 2009 Vigna Tecc  (Dogliani);2009;Dolcetto;Poderi Luigi Einaudi;2009
47478;Italy;91;21;1.3;28.0;Piedmont;Barbaresco;;Adriano Marco & Vittorio 2009 Sanadaive  (Barbaresco);2009;Nebbiolo;Adriano Marco & Vittorio;2009
47481;Italy;91;34;1.3;45.0;Piedmont;Barbaresco;;Cantina del Pino 2009  Barbaresco;2009;Nebbiolo;Cantina del Pino;2009
47484;Italy;91;35;1.3;46.0;Piedmont;Barbaresco;;La Ganghija 2009  Barbaresco;2009;Nebbiolo;La Ganghija;2009
47486;Italy;91;42;1.3;55.0;Piedmont;Barolo;;Marchesi di Barolo 2007  Barolo;2007;Nebbiolo;Marchesi di Barolo;2007
47488;Italy;91;30;1.3;40.0;Piedmont;Barolo;;Mauro Veglio 2007  Barolo;2007;Nebbiolo;Mauro Veglio;2007
47491;Italy;91;30;1.3;40.0;Piedmont;Barbaresco;;Michele Chiarlo 2009 Reyna  (Barbaresco);2009;Nebbiolo;Michele Chiarlo;2009
47492;Italy;;;;;;;;;;;;
47493;Italy;91;35;1.3;46.0;Piedmont;Barbaresco;;Orlando Abrigo 2007 Rongalio Meruzzano Riserva  (Barbaresco);2007;Nebbiolo;Orlando Abrigo;2007
47494;Italy;91;35;1.3;46.0;Piedmont;Barbaresco;;Orlando Abrigo 2009 Rocche Meruzzano  (Barbaresco);2009;Nebbiolo;Orlando Abrigo;2009
47495;Italy;91;30;1.3;40.0;Piedmont;Barbaresco;;Pertinace 2009 Marcarini  (Barbaresco);2009;Nebbiolo;Pertinace;2009
47664;Italy;91;19;1.3;25.0;Northeastern Italy;Alto Adige Valle Isarco;;Abbazia di Novacella 2014 Praepositus Kerner (Alto Adige Valle Isarco);2014;Kerner;Abbazia di Novacella;2014
47710;Italy;92;41;1.3;54.0;Piedmont;Barolo;;Massolino 2011  Barolo;2011;Nebbiolo;Massolino;2011
47717;Italy;92;15;1.3;20.0;Piedmont;Barbera d'Alba;;Castello di Neive 2012 Vigna Santo Stefano  (Barbera d'Alba);2012;Barbera;Castello di Neive;2012
47729;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Giacomo Fenocchio 2011 Villero  (Barolo);2011;Nebbiolo;Giacomo Fenocchio;2011
47842;Italy;93;26;1.3;35.0;Piedmont;Lessona;;Colombera & Garella 2012 Pizzaguerra  (Lessona);2012;Red Blend;Colombera & Garella;2012
47850;Italy;93;42;1.3;55.0;Piedmont;Ghemme;;Antichi Vigneti di Cantalupo 2006 Collis Breclemae  (Ghemme);2006;Nebbiolo;Antichi Vigneti di Cantalupo;2006
47862;Italy;93;23;1.3;30.0;Piedmont;Bramaterra;;Colombera & Garella 2012  Bramaterra;2012;Red Blend;Colombera & Garella;2012
48103;Italy;93;42;1.3;55.0;Northeastern Italy;Colli Orientali del Friuli;;Livio Felluga 2004 Sossó Rosazzo Riserva Red (Colli Orientali del Friuli);2004;Red Blend;Livio Felluga;2004
48150;Italy;91;34;1.3;45.0;Piedmont;Barolo;;Oddero 2013  Barolo;2013;Nebbiolo;Oddero;2013
48154;Italy;91;34;1.3;45.0;Piedmont;Barolo;;Rocca Giovanni 2013 Ravera di Monforte  (Barolo);2013;Nebbiolo;Rocca Giovanni;2013
48170;Italy;90;35;1.4;50.0;Southern Italy;Terre del Volturno;;Alois 2011 Cunto-Murella Pallagrello Nero (Terre del Volturno);2011;Pallagrello Nero;Alois;2011
48176;Italy;90;17;1.4;25.0;Sicily & Sardinia;Etna;;Benanti 2012 Rossodiverzella  (Etna);2012;Red Blend;Benanti;2012
48183;Italy;90;11;1.4;16.0;Southern Italy;Aglianico del Vulture;;Grifalco 2011  Aglianico del Vulture;2011;Aglianico;Grifalco;2011
48190;Italy;90;37;1.4;52.0;Sicily & Sardinia;Sicilia;;Valle dell'Acate 2010 Tané Nero d'Avola (Sicilia);2010;Nero d'Avola;Valle dell'Acate;2010
48201;Italy;93;35;1.3;46.0;Central Italy;Marche;;Fazi Battaglia 2005 Arkezia Muffo di San Sisto White (Marche);2005;White Blend;Fazi Battaglia;2005
48203;Italy;93;32;1.3;42.0;Central Italy;Orvieto Classico Superiore;;Barberani 2006 Calcaia  (Orvieto Classico Superiore);2006;White Blend;Barberani;2006
48204;Italy;93;35;1.3;46.0;Tuscany;Moscadello di Montalcino;;Castello Banfi 2007 Florus  (Moscadello di Montalcino);2007;Moscadello;Castello Banfi;2007
48214;Italy;93;42;1.3;55.0;Tuscany;Vin Santo del Chianti Classico;;Villa Calcinaia 2003 Conti Capponi  (Vin Santo del Chianti Classico);2003;White Blend;Villa Calcinaia;2003
48215;Italy;93;35;1.3;46.0;Tuscany;Vin Santo del Chianti Classico;;Volpaia 2001  Vin Santo del Chianti Classico;2001;White Blend;Volpaia;2001
48224;Italy;92;23;1.3;30.0;Lombardy;Lugana;;Ottella 2013 Molceo Riserva  (Lugana);2013;Turbiana;Ottella;2013
48227;Italy;92;15;1.3;20.0;Lombardy;Lugana;;Le Morette 2015 Mandolara  (Lugana);2015;Turbiana;Le Morette;2015
48230;Italy;92;46;1.3;60.0;Piedmont;Colli Tortonesi;;Vigne Marina Coppi 2013 Fausto Timorasso (Colli Tortonesi);2013;Timorasso;Vigne Marina Coppi;2013
48240;Italy;92;50;1.3;66.0;Piedmont;Barbaresco;;Cantina del Pino 2011 Ovello  (Barbaresco);2011;Nebbiolo;Cantina del Pino;2011
48241;Italy;92;19;1.3;25.0;Lombardy;Lugana;;Ottella 2015 Le Creete  (Lugana);2015;Turbiana;Ottella;2015
48249;Italy;90;26;1.4;37.0;Veneto;Valpolicella Superiore;;Roccolo Grassi 2008  Valpolicella Superiore;2008;Corvina, Rondinella, Molinara;Roccolo Grassi;2008
48250;Italy;90;32;1.4;45.0;Veneto;Rosso del Veronese;;Santa Sofia 2003 Arlèo Red (Rosso del Veronese);2003;Red Blend;Santa Sofia;2003
48253;Italy;90;12;1.4;17.0;Veneto;Valpolicella Classico Superiore Ripasso;;David Sterza 2009  Valpolicella Classico Superiore Ripasso;2009;Corvina, Rondinella, Molinara;David Sterza;2009
48258;Italy;90;71;1.4;100.0;Veneto;Amarone della Valpolicella;;Gino Fasoli 2006 Alteo  (Amarone della Valpolicella);2006;Corvina, Rondinella, Molinara;Gino Fasoli;2006
48259;Italy;90;23;1.4;33.0;Veneto;Valpolicella Classico Superiore;;Giuseppe Campagnola 2009 Caterina Zardini  (Valpolicella Classico Superiore);2009;Corvina, Rondinella, Molinara;Giuseppe Campagnola;2009
48263;Italy;90;45;1.4;64.0;Veneto;Amarone della Valpolicella Classico;;Bolla 2007 Le Origini  (Amarone della Valpolicella Classico);2007;Corvina, Rondinella, Molinara;Bolla;2007
48264;Italy;90;37;1.4;52.0;Veneto;Amarone della Valpolicella Classico;;Castellani Michele & Figli 2007 Colle Cristi Collezione Ca' del Pipa  (Amarone della Valpolicella Classico);2007;Corvina, Rondinella, Molinara;Castellani Michele & Figli;2007
48266;Italy;90;50;1.4;70.0;Veneto;Amarone della Valpolicella Valpantena;;Tezza 2003 Brolo delle Giare Riserva  (Amarone della Valpolicella Valpantena);2003;Corvina, Rondinella, Molinara;Tezza;2003
48267;Italy;90;20;1.4;28.0;Veneto;Amarone della Valpolicella Classico;;Tinazzi 2007 La Bastia Ca' dè Rocchi  (Amarone della Valpolicella Classico);2007;Corvina, Rondinella, Molinara;Tinazzi;2007
48281;Italy;92;32;1.3;42.0;Sicily & Sardinia;Valli di Porto Pino;;Cantina Santadi 2004 Latinia  (Valli di Porto Pino);2004;White Blend;Cantina Santadi;2004
48332;Italy;90;12;1.4;17.0;Tuscany;Chianti Classico;;Le Bocce 2012 Podere della Sala  (Chianti Classico);2012;Red Blend;Le Bocce;2012
48342;Italy;90;23;1.4;33.0;Tuscany;Vino Nobile di Montepulciano;;Palazzo Vecchio 2012 Maestro  (Vino Nobile di Montepulciano);2012;Red Blend;Palazzo Vecchio;2012
48344;Italy;90;17;1.4;24.0;Tuscany;Chianti Classico;;Barone Ricasoli 2013 Brolio  (Chianti Classico);2013;Red Blend;Barone Ricasoli;2013
48386;Italy;94;50;1.35;68.0;Piedmont;Barolo;;Palladino 2011 Parafada  (Barolo);2011;Nebbiolo;Palladino;2011
48388;Italy;94;38;1.35;52.0;Piedmont;Barolo;;Fratelli Alessandria 2011  Barolo;2011;Nebbiolo;Fratelli Alessandria;2011
48389;Italy;94;37;1.35;50.0;Piedmont;Barolo;;Germano Ettore 2011 del Comune di Serralunga d'Alba  (Barolo);2011;Nebbiolo;Germano Ettore;2011
48390;Italy;94;42;1.35;58.0;Piedmont;Barbaresco;;Sottimano 2012 Fausoni  (Barbaresco);2012;Nebbiolo;Sottimano;2012
48393;Italy;94;133;1.35;180.0;Piedmont;Barolo;;Paolo Scavino 2009 Rocche dell'Annunziata Riserva  (Barolo);2009;Nebbiolo;Paolo Scavino;2009
48394;Italy;94;59;1.35;80.0;Piedmont;Barolo;;Poderi Aldo Conterno 2011 Bussia  (Barolo);2011;Nebbiolo;Poderi Aldo Conterno;2011
48396;Italy;94;76;1.35;103.0;Piedmont;Barolo;;Ca'Romè 2011 Cerretta  (Barolo);2011;Nebbiolo;Ca'Romè;2011
48397;Italy;94;51;1.35;69.0;Piedmont;Barolo;;Cascina Cucco 2011 Cerrati  (Barolo);2011;Nebbiolo;Cascina Cucco;2011
48399;Italy;94;92;1.35;125.0;Piedmont;Barolo;;Mascarello Giuseppe e Figlio 2010 Perno Vigna Santo Stefano  (Barolo);2010;Nebbiolo;Mascarello Giuseppe e Figlio;2010
48400;Italy;94;37;1.35;50.0;Piedmont;Gattinara;;Travaglini 2009 Tre Vigne  (Gattinara);2009;Nebbiolo;Travaglini;2009
48556;Italy;93;42;1.3;55.0;Tuscany;Brunello di Montalcino;;La Mannella 2005  Brunello di Montalcino;2005;Sangiovese Grosso;La Mannella;2005
48558;Italy;93;69;1.3;90.0;Tuscany;Brunello di Montalcino;;Fattoria dei Barbi 2004 Riserva  (Brunello di Montalcino);2004;Sangiovese Grosso;Fattoria dei Barbi;2004
48562;Italy;93;35;1.3;46.0;Tuscany;Brunello di Montalcino;;Valdicava 2005  Brunello di Montalcino;2005;Sangiovese Grosso;Valdicava;2005
48563;Italy;93;134;1.3;175.0;Tuscany;Brunello di Montalcino;;La Cerbaiola 2005  Brunello di Montalcino;2005;Sangiovese Grosso;La Cerbaiola;2005
48564;Italy;93;46;1.3;60.0;Tuscany;Brunello di Montalcino;;La Fiorita 2005  Brunello di Montalcino;2005;Sangiovese Grosso;La Fiorita;2005
48565;Italy;93;63;1.3;83.0;Tuscany;Brunello di Montalcino;;Tenuta Vitanza 2004 Tradizione  (Brunello di Montalcino);2004;Sangiovese Grosso;Tenuta Vitanza;2004
48570;Italy;93;42;1.3;55.0;Tuscany;Brunello di Montalcino;;Caprili 2004 Riserva  (Brunello di Montalcino);2004;Sangiovese Grosso;Caprili;2004
48571;Italy;93;36;1.3;48.0;Tuscany;Brunello di Montalcino;;Corte Pavone 2005  Brunello di Montalcino;2005;Sangiovese Grosso;Corte Pavone;2005
48573;Italy;93;35;1.3;46.0;Tuscany;Brunello di Montalcino;;Poggiarellino 2005  Brunello di Montalcino;2005;Sangiovese Grosso;Poggiarellino;2005
48638;Italy;90;21;1.4;30.0;Veneto;Prosecco Superiore di Cartizze;;Ruggeri & C. NV  Prosecco Superiore di Cartizze;;Prosecco;Ruggeri & C.;
48658;Italy;92;34;1.3;45.0;Tuscany;Bolgheri;;Poggio al Tesoro 2006 Sondraia  (Bolgheri);2006;Red Blend;Poggio al Tesoro;2006
48665;Italy;92;35;1.3;46.0;Tuscany;Toscana;;I Giusti e Zanza 2008 Perbruno Syrah (Toscana);2008;Syrah;I Giusti e Zanza;2008
48717;Italy;91;30;1.3;40.0;Tuscany;Toscana;;Cafaggio 2010 Basilica del Pruneto Merlot (Toscana);2010;Merlot;Cafaggio;2010
48726;Italy;91;92;1.3;120.0;Tuscany;Toscana;;Mazzei 2012 Siepi Red (Toscana);2012;Red Blend;Mazzei;2012
48732;Italy;91;34;1.3;45.0;Italy Other;Vino da Tavola;;Tenuta di Fiorano 2012 Fiorano Bianco White (Vino da Tavola);2012;White Blend;Tenuta di Fiorano;2012
48754;Italy;92;34;1.3;45.0;Sicily & Sardinia;Carignano del Sulcis;;Mesa 2011 Buio Buio Riserva  (Carignano del Sulcis);2011;Carignano;Mesa;2011
48761;Italy;92;32;1.3;42.0;Sicily & Sardinia;Sicilia;;Morgante 2012 Don Antonio Nero d'Avola (Sicilia);2012;Nero d'Avola;Morgante;2012
48795;Italy;91;53;1.3;70.0;Piedmont;Barolo;;Curto Marco 2009 La Foia Arborina  (Barolo);2009;Nebbiolo;Curto Marco;2009
48796;Italy;91;46;1.3;60.0;Piedmont;Barolo;;Paolo Manzone 2009 Serralunga  (Barolo);2009;Nebbiolo;Paolo Manzone;2009
48798;Italy;91;63;1.3;82.0;Piedmont;Barolo;;Prunotto 2009 Bussia  (Barolo);2009;Nebbiolo;Prunotto;2009
48801;Italy;91;30;1.3;40.0;Piedmont;Barolo;;Monchiero 2009 Rocche di Castiglione Falletto  (Barolo);2009;Nebbiolo;Monchiero;2009
48803;Italy;91;46;1.3;60.0;Piedmont;Barbaresco;;Albino Rocca 2010 Ronchi  (Barbaresco);2010;Nebbiolo;Albino Rocca;2010
48828;Italy;90;35;1.4;49.0;Piedmont;Barolo;;Sordo 2013 Monvigliero  (Barolo);2013;Nebbiolo;Sordo;2013
48831;Italy;90;14;1.4;20.0;Sicily & Sardinia;Sicilia;;Tasca d'Almerita 2013 Il Tascante Nerello Mascalese (Sicilia);2013;Nerello Mascalese;Tasca d'Almerita;2013
48852;Italy;90;36;1.4;51.0;Piedmont;Barbaresco;;Ceretto 2014  Barbaresco;2014;Nebbiolo;Ceretto;2014
48948;Italy;92;26;1.3;34.0;Piedmont;Barbaresco;;Adriano Marco & Vittorio 2011 Basarin  (Barbaresco);2011;Nebbiolo;Adriano Marco & Vittorio;2011
48958;Italy;92;384;1.3;500.0;Piedmont;Langhe;;Gaja 2011 Sorì Tildin Red (Langhe);2011;Red Blend;Gaja;2011
48961;Italy;92;57;1.3;75.0;Piedmont;Barolo;;Rivetto 2008 Leon Riserva  (Barolo);2008;Nebbiolo;Rivetto;2008
49265;Italy;92;43;1.3;57.0;Tuscany;Toscana;;Volpaia 2006 Balifico Red (Toscana);2006;Red Blend;Volpaia;2006
49269;Italy;92;42;1.3;55.0;Tuscany;Toscana;;Castellare di Castellina 2006 Coniale Cabernet Sauvignon (Toscana);2006;Cabernet Sauvignon;Castellare di Castellina;2006
49270;Italy;92;53;1.3;69.0;Tuscany;Toscana;;Castello Banfi 2006 Summus Red (Toscana);2006;Red Blend;Castello Banfi;2006
49277;Italy;92;19;1.3;25.0;Tuscany;Toscana;;Piccini 2006 Sasso al Poggio Red (Toscana);2006;Red Blend;Piccini;2006
49278;Italy;92;35;1.3;46.0;Tuscany;Orcia;;Podere Forte 2006 Guardiavigna Red (Orcia);2006;Red Blend;Podere Forte;2006
49288;Italy;92;41;1.3;54.0;Tuscany;Sant'Antimo;;Castello Romitorio 2006 Romito di Romitorio Red (Sant'Antimo);2006;Red Blend;Castello Romitorio;2006
49300;Italy;90;42;1.4;60.0;Northeastern Italy;Alto Adige;;Muri-Gries 2011 Abtei Muri Riserva Lagrein (Alto Adige);2011;Lagrein;Muri-Gries;2011
49320;Italy;94;55;1.35;75.0;Tuscany;Brunello di Montalcino;;Collosorbo 2006 Riserva  (Brunello di Montalcino);2006;Sangiovese Grosso;Collosorbo;2006
49323;Italy;94;140;1.35;190.0;Tuscany;Brunello di Montalcino;;Pieve Santa Restituta 2007 Sugarille  (Brunello di Montalcino);2007;Sangiovese Grosso;Pieve Santa Restituta;2007
49324;Italy;94;37;1.35;50.0;Tuscany;Brunello di Montalcino;;Poggiarellino 2007  Brunello di Montalcino;2007;Sangiovese Grosso;Poggiarellino;2007
49325;Italy;94;58;1.35;79.0;Tuscany;Brunello di Montalcino;;Poggio Antico 2007  Brunello di Montalcino;2007;Sangiovese Grosso;Poggio Antico;2007
49327;Italy;94;81;1.35;110.0;Tuscany;Brunello di Montalcino;;San Filippo di Giannelli 2006 Le Lucére Riserva  (Brunello di Montalcino);2006;Sangiovese Grosso;San Filippo di Giannelli;2006
49328;Italy;94;34;1.35;46.0;Tuscany;Brunello di Montalcino;;San Lorenzo 2006 Bramante Riserva  (Brunello di Montalcino);2006;Sangiovese Grosso;San Lorenzo;2006
49329;Italy;94;36;1.35;49.0;Tuscany;Brunello di Montalcino;;La Fortuna 2007  Brunello di Montalcino;2007;Sangiovese Grosso;La Fortuna;2007
49330;Italy;94;74;1.35;100.0;Tuscany;Brunello di Montalcino;;Villa Le Prata 2006 Selezione Massimo  (Brunello di Montalcino);2006;Sangiovese Grosso;Villa Le Prata;2006
49334;Italy;94;44;1.35;60.0;Tuscany;Brunello di Montalcino;;Citille di Sopra 2007  Brunello di Montalcino;2007;Sangiovese Grosso;Citille di Sopra;2007
49336;Italy;93;46;1.3;60.0;Tuscany;Brunello di Montalcino;;Capanne Ricci 2006 Riserva  (Brunello di Montalcino);2006;Sangiovese Grosso;Capanne Ricci;2006
49337;Italy;93;61;1.3;80.0;Tuscany;Brunello di Montalcino;;Castiglion del Bosco 2007 Campo del Drago  (Brunello di Montalcino);2007;Sangiovese Grosso;Castiglion del Bosco;2007
49340;Italy;93;53;1.3;70.0;Tuscany;Brunello di Montalcino;;Fanti 2007  Brunello di Montalcino;2007;Sangiovese Grosso;Fanti;2007
49341;Italy;93;46;1.3;60.0;Tuscany;Brunello di Montalcino;;Fattoi 2007  Brunello di Montalcino;2007;Sangiovese Grosso;Fattoi;2007
49342;Italy;93;69;1.3;90.0;Tuscany;Brunello di Montalcino;;Fattoria dei Barbi 2007 Vigna del Fiore  (Brunello di Montalcino);2007;Sangiovese Grosso;Fattoria dei Barbi;2007
49343;Italy;93;47;1.3;62.0;Tuscany;Brunello di Montalcino;;La Poderina 2007  Brunello di Montalcino;2007;Sangiovese Grosso;La Poderina;2007
49344;Italy;93;55;1.3;72.0;Tuscany;Brunello di Montalcino;;Le Potazzine 2007  Brunello di Montalcino;2007;Sangiovese Grosso;Le Potazzine;2007
49433;Italy;92;46;1.3;60.0;Sicily & Sardinia;Noto;;Zisola 2008 Doppiozeta Red (Noto);2008;Red Blend;Zisola;2008
49437;Italy;91;30;1.3;40.0;Sicily & Sardinia;Sicilia;;Cusumano 2007 Noà Red (Sicilia);2007;Red Blend;Cusumano;2007
49445;Italy;91;29;1.3;38.0;Sicily & Sardinia;Sicilia;;Baglio del Cristo di Campobello 2009 Lusirà Syrah (Sicilia);2009;Syrah;Baglio del Cristo di Campobello;2009
49450;Italy;91;38;1.3;50.0;Sicily & Sardinia;Etna;;Frank Cornelissen NV Munjebel 7 VA  (Etna);;Nerello Mascalese;Frank Cornelissen;
49451;Italy;91;38;1.3;50.0;Sicily & Sardinia;Sicilia;;Tasca d'Almerita 2008 Tenuta Regaleali Cabernet Sauvignon (Sicilia);2008;Cabernet Sauvignon;Tasca d'Almerita;2008
49459;Italy;91;23;1.3;30.0;Sicily & Sardinia;Cerasuolo di Vittoria Classico;;COS 2008  Cerasuolo di Vittoria Classico;2008;Red Blend;COS;2008
49460;Italy;92;53;1.3;70.0;Southern Italy;Taurasi;;Feudi di San Gregorio 2011 Piano di Montevergine Riserva  (Taurasi);2011;Aglianico;Feudi di San Gregorio;2011
49467;Italy;92;14;1.3;19.0;Southern Italy;Aglianico del Vulture;;Basilisco 2012 Teodosio  (Aglianico del Vulture);2012;Aglianico;Basilisco;2012
49482;Italy;92;13;1.3;17.0;Sicily & Sardinia;Vermentino di Gallura;;Vigne Surrau 2015 Branu  (Vermentino di Gallura);2015;Vermentino;Vigne Surrau;2015
49483;Italy;92;29;1.3;38.0;Southern Italy;Taurasi;;Villa Raiano 2012  Taurasi;2012;Aglianico;Villa Raiano;2012
49485;Italy;92;22;1.3;29.0;Sicily & Sardinia;Etna;;Destro 2014 Isolanuda Bianco  (Etna);2014;White Blend;Destro;2014
49497;Italy;91;56;1.3;73.0;Veneto;Amarone della Valpolicella Classico;;Le Salette 2013  Amarone della Valpolicella Classico;2013;Red Blend;Le Salette;2013
49499;Italy;91;57;1.3;75.0;Tuscany;Brunello di Montalcino;;Madonna Nera 2012  Brunello di Montalcino;2012;Sangiovese;Madonna Nera;2012
49500;Italy;91;35;1.3;46.0;Tuscany;Pomino;;Marchesi de' Frescobaldi 2013 Leonia Brut Metodo Classico Sparkling (Pomino);2013;Sparkling Blend;Marchesi de' Frescobaldi;2013
49508;Italy;91;100;1.3;130.0;Tuscany;Brunello di Montalcino;;Podere Le Ripi 2011 Lupi e Sirene Riserva  (Brunello di Montalcino);2011;Sangiovese;Podere Le Ripi;2011
49514;Italy;91;34;1.3;45.0;Northeastern Italy;Alto Adige;;Terlan 2014 Monticol Riserva Lagrein (Alto Adige);2014;Lagrein;Terlan;2014
49551;Italy;91;42;1.3;55.0;Tuscany;Brunello di Montalcino;;Castiglion del Bosco 2004  Brunello di Montalcino;2004;Sangiovese Grosso;Castiglion del Bosco;2004
49554;Italy;91;48;1.3;63.0;Tuscany;Brunello di Montalcino;;Tenute Silvio Nardi 2004  Brunello di Montalcino;2004;Sangiovese Grosso;Tenute Silvio Nardi;2004
49555;Italy;91;53;1.3;70.0;Tuscany;Brunello di Montalcino;;Tiezzi 2004 Soccorso  (Brunello di Montalcino);2004;Sangiovese Grosso;Tiezzi;2004
49558;Italy;91;19;1.3;25.0;Tuscany;Chianti Classico;;Casale dello Sparviero 2006 Riserva  (Chianti Classico);2006;Sangiovese;Casale dello Sparviero;2006
49559;Italy;91;35;1.3;46.0;Tuscany;Chianti Classico;;Castelli del Grevepesa 2005 Riserva del Cavaliere  (Chianti Classico);2005;Sangiovese;Castelli del Grevepesa;2005
49564;Italy;91;35;1.3;46.0;Tuscany;Chianti Classico;;Dievole 2005 Dieulele Riserva  (Chianti Classico);2005;Sangiovese;Dievole;2005
49566;Italy;91;23;1.3;30.0;Tuscany;Chianti Classico;;Fontodi 2007  Chianti Classico;2007;Sangiovese;Fontodi;2007
49570;Italy;91;32;1.3;42.0;Tuscany;Brunello di Montalcino;;La Gerla 2004  Brunello di Montalcino;2004;Sangiovese Grosso;La Gerla;2004
49571;Italy;91;50;1.3;65.0;Tuscany;Brunello di Montalcino;;La Togata 2004  Brunello di Montalcino;2004;Sangiovese Grosso;La Togata;2004
49572;Italy;91;20;1.3;27.0;Tuscany;Chianti Classico;;Viticcio 2006 Riserva  (Chianti Classico);2006;Sangiovese;Viticcio;2006
49575;Italy;91;35;1.3;46.0;Tuscany;Vino Nobile di Montepulciano;;Le Bèrne 2006  Vino Nobile di Montepulciano;2006;Prugnolo Gentile;Le Bèrne;2006
49576;Italy;91;69;1.3;90.0;Tuscany;Brunello di Montalcino;;Lisini 2004  Brunello di Montalcino;2004;Sangiovese Grosso;Lisini;2004
49602;Italy;91;35;1.3;46.0;Piedmont;Barolo;;Gianfranco Bovio 2005 Vigna Gattera  (Barolo);2005;Nebbiolo;Gianfranco Bovio;2005
49604;Italy;91;38;1.3;50.0;Piedmont;Barolo;;Marziano Abbona 2005 Terlo Ravera  (Barolo);2005;Nebbiolo;Marziano Abbona;2005
49609;Italy;91;35;1.3;46.0;Piedmont;Barolo;;Barale Fratelli 2005 Vigna Castellero  (Barolo);2005;Nebbiolo;Barale Fratelli;2005
49728;Italy;92;46;1.3;60.0;Veneto;Amarone della Valpolicella Classico;;Villa Monteleone 2004  Amarone della Valpolicella Classico;2004;Corvina, Rondinella, Molinara;Villa Monteleone;2004
49775;Italy;91;34;1.3;45.0;Piedmont;Barbaresco;;Cantina del Pino 2008  Barbaresco;2008;Nebbiolo;Cantina del Pino;2008
49776;Italy;91;66;1.3;86.0;Piedmont;Barolo;;Cascina Adelaide 2007 Pernanno  (Barolo);2007;Nebbiolo;Cascina Adelaide;2007
49777;Italy;91;75;1.3;98.0;Piedmont;Barolo;;Cavallotto 2005 Riserva Vignolo  (Barolo);2005;Nebbiolo;Cavallotto;2005
49780;Italy;91;35;1.3;46.0;Piedmont;Barolo;;Gianfranco Bovio 2007 Vigne Gattera  (Barolo);2007;Nebbiolo;Gianfranco Bovio;2007
49782;Italy;91;46;1.3;60.0;Piedmont;Barbaresco;;Michele Taliano 2008 Ad Altiora  (Barbaresco);2008;Nebbiolo;Michele Taliano;2008
49783;Italy;91;57;1.3;75.0;Piedmont;Barbaresco;;Prunotto 2006 Bric Turot  (Barbaresco);2006;Nebbiolo;Prunotto;2006
49784;Italy;91;46;1.3;60.0;Piedmont;Barolo;;Prunotto 2007  Barolo;2007;Nebbiolo;Prunotto;2007
49788;Italy;91;53;1.3;69.0;Piedmont;Barolo;;Barale Fratelli 2007 Bussia  (Barolo);2007;Nebbiolo;Barale Fratelli;2007
49789;Italy;91;37;1.3;49.0;Piedmont;Barbaresco;;Cascina Bruciata 2007 Rio Sordo  (Barbaresco);2007;Nebbiolo;Cascina Bruciata;2007
49791;Italy;91;73;1.3;95.0;Piedmont;Barolo;;Massolino 2007 Parussi  (Barolo);2007;Nebbiolo;Massolino;2007
49792;Italy;91;44;1.3;58.0;Piedmont;Barolo;;Montaribaldi 2007 Borzoni  (Barolo);2007;Nebbiolo;Montaribaldi;2007
49816;Italy;91;50;1.3;65.0;Tuscany;Brunello di Montalcino;;Collemattoni 2012  Brunello di Montalcino;2012;Sangiovese;Collemattoni;2012
49875;Italy;90;12;1.4;18.0;Sicily & Sardinia;Etna;;Tenuta delle Terre Nere 2008  Etna;2008;White Blend;Tenuta delle Terre Nere;2008
